material,sample_name,Run_accession,Type,archive_project,geo_loc_name,latitude,longitude,Size_geo_loc_name,FileSize(GB)
tooth,PCA0147,SRR5047078,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.203864
tooth,PCA0148,SRR5047042,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.286531
tooth,PCA0149,SRR5047149,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.251263
tooth,PCA0150,SRR5047044,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.005532
tooth,PCA0151,SRR5047055,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.002399
tooth,PCA0118,SRR5047112,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.014749
tooth,PCA0119,SRR5047154,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.429068
tooth,PCA0120,SRR5047204,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.37168
tooth,PCA0121,SRR5047125,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.260159
tooth,PCA0122,SRR5047153,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.22446
tooth,PCA0123,SRR5047174,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.281929
tooth,PCA0067,SRR5047056,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.397295
tooth,PCA0076,SRR5047130,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.14577299999999999
tooth,PCA0077,SRR5047139,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.151311
tooth,PCA0078,SRR5047175,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.173611
tooth,PCA0079,SRR5047050,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.40651
tooth,PCA0080,SRR5047192,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.029913
tooth,PCA0081,SRR5047110,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.43185799999999996
tooth,PCA0082,SRR5047131,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.37421499999999996
tooth,PCA0083,SRR5047072,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.580054
tooth,PCA0084,SRR5047096,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.590059
tooth,PCA0085,SRR5047150,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.35798599999999997
tooth,PCA0068,SRR5047099,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.37666299999999997
tooth,PCA0086,SRR5047084,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.07651899999999999
tooth,PCA0087,SRR5047171,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.566045
tooth,PCA0069,SRR5047158,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.6812539999999999
tooth,PCA0070,SRR5047135,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.346682
tooth,PCA0071,SRR5047202,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.491565
tooth,PCA0072,SRR5047105,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.438488
tooth,PCA0073,SRR5047103,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.094581
tooth,PCA0074,SRR5047142,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.907473
tooth,PCA0075,SRR5047064,aMetagenome,PRJNA354503,Poland,51.919438,19.145136,165,0.577194
tooth,Tepos_11,ERR2204628,aSGenome,PRJEB23438,Mexico,23.634501,-102.552784,2,0.22733799999999998
tooth,Ber37,ERR2862146,aSGenome,PRJEB24499,Netherlands,52.132633,5.291266,3,6.730784
tooth,G1083,ERR1883904,aSGenome,PRJEB19769,Denmark,56.26392,9.501785,5,2.38616
dental calculus,TLA_01,SRR12548766,aSGenome,PRJNA660267,Mexico,23.634501,-102.552784,2,0.0044399999999999995
tooth,Anosovo-1 (irk050),ERR4354257,aSGenome,PRJEB39378,Russia,61.52401,105.318756,1,0.353441
Human subgingival plaque,S14-02-D,SRR1794618,mMetagenome,PRJNA255922,USA,37.09024,-95.712891,15,6.960673
Human subgingival plaque,S13-04-R,SRR1783758,mMetagenome,PRJNA255922,USA,37.09024,-95.712891,15,6.193765
Human subgingival plaque,S27-04-R,SRR1795018,mMetagenome,PRJNA255922,USA,37.09024,-95.712891,15,5.3323
Human subgingival plaque,S21-04-R,SRR1795009,mMetagenome,PRJNA255922,USA,37.09024,-95.712891,15,5.3770169999999995
saliva,X4068DNA,SRR5892215,mMetagenome,PRJNA396840,Denmark,56.26392,9.501785,5,2.441602
saliva,X4056DNA,SRR5892210,mMetagenome,PRJNA396840,Denmark,56.26392,9.501785,5,2.364201
saliva,X4048DNA,SRR5892193,mMetagenome,PRJNA396840,Denmark,56.26392,9.501785,5,2.077471
saliva,X4014DNA,SRR5892198,mMetagenome,PRJNA396840,Denmark,56.26392,9.501785,5,1.9245299999999999
